person,person_factor,errors,succes
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidKL,5,1,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,1,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,1,0
frantisekB,11,1,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,1,1
frantisekB,11,0,0
frantisekB,11,1,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,1,1
frantisekB,11,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,1,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,1,0
jillR,10,1,0
jillR,10,1,0
jillR,10,1,0
jillR,10,0,0
jillR,10,1,0
jillR,10,1,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,0
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,1,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,1
jillR,10,0,0
jillR,10,0,1
jillR,10,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
pierreG,1,0,1
pierreG,1,0,1
pierreG,1,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
amirS,2,0,0
amirS,2,0,1
amirS,2,0,0
amirS,2,0,1
amirS,2,0,1
amirS,2,0,0
amirS,2,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,1
davidV,3,0,0
davidV,3,0,1
davidV,3,0,0
davidV,3,0,0
davidV,3,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,0
kaleemU,4,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,1
davidKL,5,0,1
davidKL,5,0,0
davidKL,5,0,0
davidKL,5,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,1,0
frantisekB,11,1,0
frantisekB,11,1,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,1,0
frantisekB,11,1,0
frantisekB,11,0,1
frantisekB,11,1,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,1,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,0
frantisekB,11,0,1
frantisekB,11,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,1,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,0
ingeborgR,6,0,1
ingeborgR,6,0,1
ingeborgR,6,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,0
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
madlenH,7,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,1
henrikG,8,0,0
henrikG,8,0,1
henrikG,8,0,1
